cliente_id,nombre,segmento,score_credito,fecha_alta,ciudad
8973,Anthony Webb,silver,350,2021-04-22,Foxmouth
8974,Ann Owens,silver,817,2023-08-30,West Shelly
8975,Jorge Wiley,bronze,503,2021-06-21,Lake Joshua
8976,Michelle Butler,silver,320,2024-07-01,Lake Brandon
8977,Nicole Thompson,bronze,335,2023-07-22,Belindaberg
8978,Jodi Walker,gold,845,2023-09-23,West Juan
8979,Christina Kemp,gold,525,2025-09-04,Port Ashleeberg
8980,Casey Rodriguez,silver,504,2024-12-16,West Danielside
8981,Katherine Calderon,bronze,598,2023-10-06,Craigland
8982,Tony Dorsey,gold,830,2023-09-11,Lake Bridget
8983,William Carter,bronze,576,2025-02-04,Brittneyfort
8984,Mark Cook,gold,617,2024-09-17,Thomasburgh
8985,Rebecca Daniels,gold,813,2023-12-20,East Michaelside
8986,Christopher Keller,gold,568,2025-03-22,New Melissachester
8987,Thomas Miller,gold,693,2024-11-20,South Matthewton
8988,Emily Hayes,bronze,470,2024-07-21,North April
8989,Rhonda Todd,silver,547,2022-11-14,East Jose
8990,Linda Gregory,gold,642,2024-06-28,Moralesberg
8991,Dr. Deanna Johnson,bronze,834,2025-08-21,New Stacyland
8992,Sheila Miller,gold,498,2023-04-25,New Brenda
8993,Valerie Zuniga,gold,321,2022-07-27,South Linda
8994,Jason Rodriguez,gold,746,2023-03-19,Lake Michaelstad
8995,John Rush,gold,744,2022-06-27,Kellyborough
8996,Kenneth Hensley,gold,541,2024-02-21,New Alexis
8997,Mary Hardin,silver,629,2026-01-31,Travisville
8998,Melissa Reid,bronze,723,2024-08-04,Petersenborough
8999,Jennifer Brown,bronze,567,2022-07-06,South Meghan
9000,Scott Williams,gold,428,2021-04-26,Maloneburgh
9001,Christopher Lopez,silver,456,2023-09-27,Harringtonton
9002,Karen Hancock,bronze,818,2025-02-17,Carolineland
9003,Kimberly Dickerson,bronze,499,2025-01-27,North Linda
9004,Carol Ford,gold,317,2025-06-19,Jonesmouth
9005,Christian Fry,gold,658,2022-11-07,New Madison
9006,Trevor Garcia,silver,421,2021-07-17,Sextontown
9007,Casey Charles,bronze,753,2021-08-20,Richardfort
9008,Denise Welch,bronze,758,2021-09-13,South Dillonchester
9009,Connie Wallace,silver,559,2023-06-29,Danielport
9010,Amy Andersen,gold,515,2024-01-30,Dorothyport
9011,Kristin Ortega,bronze,449,2024-07-28,Jacquelinemouth
9012,Corey Gregory,bronze,674,2023-05-31,Jamesport
9013,Katherine Evans,silver,755,2023-04-03,Brandyville
9014,Brian Manning,bronze,300,2026-01-03,Hammondhaven
9015,Jennifer Compton,silver,490,2021-12-20,Lake Sean
9016,Derek Carpenter,silver,467,2022-05-13,East Aaronview
9017,Kathryn Choi,silver,351,2023-07-03,Merrittfort
9018,Benjamin Foster,gold,321,2025-11-15,West Olivia
9019,Jonathan Campbell,gold,802,2021-06-12,New Thomas
9020,Tamara Hart,bronze,492,2024-01-23,North Christopher
9021,Bryan Rogers,silver,458,2025-01-22,Simpsonport
9022,Robert Bender,silver,599,2024-01-12,Katieborough
9023,Joshua Wilcox,gold,688,2021-04-06,Port Johnfurt
9024,Karen Mitchell,gold,574,2025-06-06,New Garytown
9025,Stephanie Walker,silver,618,2021-10-25,South David
9026,Pamela Wilson,bronze,775,2025-06-10,Port Darinview
9027,Michael Thornton,bronze,393,2024-09-28,Freemanberg
9028,Daniel Castillo,gold,570,2025-02-27,Glennmouth
9029,Emily Coleman,bronze,544,2023-03-31,Karlchester
9030,Erin Ramos,gold,305,2025-01-08,Johnfort
9031,Tim Mccormick,bronze,385,2024-03-05,East Jamie
9032,Sarah Lopez,bronze,729,2022-11-23,East Nicolasview
9033,Cristian Smith,bronze,728,2021-07-22,Davilaton
9034,Randy Jensen,bronze,480,2025-10-26,Lake Angela
9035,Nicole Butler,bronze,781,2022-11-20,East Lori
9036,Dominique Hall,bronze,306,2021-10-15,Thomasberg
9037,John Holmes,silver,584,2023-08-31,Cynthiashire
9038,Jeremy Cox,bronze,666,2023-08-29,Jackview
9039,James Carrillo,bronze,535,2024-05-07,Valeriechester
9040,John Williams,silver,376,2023-04-04,Allenchester
9041,Abigail Franklin,silver,342,2022-02-23,Cynthiaside
9042,Thomas Pierce,bronze,643,2025-04-03,South Brianberg
9043,Alexandra Nelson,gold,684,2025-05-13,Tiffanymouth
9044,Sabrina Frye,gold,383,2023-10-13,Lake Kristin
9045,Jennifer Schaefer,bronze,644,2023-01-18,Rodriguezstad
9046,Kayla Kaiser,silver,384,2025-03-27,Freystad
9047,Krystal Hernandez,gold,598,2022-01-09,New Dennis
9048,Daniel Olson,silver,639,2023-08-06,Kaitlynton
9049,Melissa Knox,gold,394,2022-04-30,New Phillipfort
9050,Andrea Fields,bronze,578,2022-05-30,New Mark
9051,Tina Boyer,gold,672,2025-04-08,Jeffreyfurt
9052,Jeremy Joyce,gold,818,2024-09-14,Cheyennemouth
9053,Cole Bailey,bronze,592,2023-12-13,East Bradley
9054,Billy Willis,gold,713,2021-05-15,Deborahfort
9055,Barbara Allen,silver,833,2024-05-09,West Alexander
9056,Nicole Fitzgerald,gold,521,2021-11-30,Port Melaniefort
9057,Sara Simon,bronze,371,2024-06-26,East Miguelborough
9058,Jillian Jones MD,gold,643,2025-07-21,Randymouth
9059,David Anderson,silver,323,2024-12-18,North Karaville
9060,James Ortega,silver,742,2022-10-02,Fullerside
9061,Sarah Smith,bronze,538,2023-04-03,South Robertshire
9062,Teresa Shaw,bronze,332,2025-04-04,Lake Robert
9063,Erica Luna,silver,539,2022-11-15,North Anna
9064,Brianna Willis,bronze,383,2023-05-13,East Samanthaville
9065,John Landry,bronze,344,2021-03-13,Ingramberg
9066,Jessica Yu,gold,811,2022-08-22,Clayville
9067,Amanda Harris,silver,573,2021-08-21,Larryview
9068,Dana Ortega,bronze,392,2023-01-17,Ramosberg
9069,Michael Daugherty MD,bronze,755,2023-04-17,Tranville
9070,Lisa Bradley,bronze,847,2024-05-18,East Sherry
9071,Randy Bauer,gold,310,2021-04-09,New Susanfurt
9072,Zachary Todd,silver,563,2024-05-15,West Donland
9073,Kenneth Moon,gold,573,2023-10-31,Marshallport
9074,Anne Rogers,bronze,500,2023-01-24,New Joshuashire
9075,Melanie Craig,silver,408,2024-11-06,South Travisshire
9076,Patricia Huber,bronze,681,2024-01-03,Johnsonhaven
9077,Julie Ramos,silver,818,2022-01-31,Debbiebury
9078,Shane Orr,silver,791,2023-05-10,Port Sharontown
9079,Jasmine Clark,silver,332,2024-02-27,Port Garrett
9080,James Thomas,silver,424,2021-09-27,North Megan
9081,Cathy Gordon,silver,731,2024-02-18,West Ashley
9082,Wayne Richardson,bronze,451,2021-10-21,New Melissa
9083,Curtis Holmes,silver,330,2023-09-18,Pattersonborough
9084,Megan Davis,gold,837,2021-06-30,South Ann
9085,Lori Lin,silver,540,2024-12-12,New Lindseybury
9086,Natalie Higgins,silver,497,2025-12-04,Lake Robert
9087,Tiffany Smith,silver,305,2021-05-19,Davidchester
9088,Cynthia Porter,silver,668,2022-03-23,Josephmouth
9089,Jennifer Burton,gold,514,2023-11-21,Garciashire
9090,Deborah Miller,gold,373,2021-04-18,North Gabrielhaven
9091,Dominique Fisher,gold,362,2024-10-07,North Jessica
9092,Nina Brennan,silver,694,2022-10-18,Ellismouth
9093,Devon Perez,bronze,628,2021-09-28,North Omarburgh
9094,Michael Young,gold,394,2021-08-17,Ramirezfort
9095,Jennifer Hoffman,bronze,797,2021-06-03,East Tanyafort
9096,Jennifer Harvey,silver,692,2024-08-28,Burkeville
9097,Melissa Parker,gold,467,2025-11-28,Port Shannon
9098,Robert Rhodes,silver,850,2024-08-21,West Matthew
9099,John James,gold,431,2021-03-16,East Jason
9100,Michelle Martinez,bronze,661,2022-02-20,North Tiffanyburgh
9101,Catherine Sanchez,bronze,586,2023-04-06,Stewartport
9102,Faith Martinez,silver,830,2023-06-03,Port Andrew
9103,Lori Torres,gold,720,2024-11-14,West Eric
9104,Alexis Mullins,gold,723,2021-08-30,South Russellton
9105,Eduardo Henry,bronze,507,2021-11-28,South Derekhaven
9106,Kenneth Jennings,bronze,728,2025-07-18,Wagnerport
9107,Matthew Greer,gold,438,2025-03-05,South Crystal
9108,Rick Gordon,bronze,532,2021-07-06,New Wendyville
9109,Shelby Palmer,silver,416,2024-07-16,Jefferyhaven
9110,Alexander Griffin,bronze,328,2021-11-26,Reginaldland
9111,Heidi Johnson,bronze,823,2022-01-10,New Jasmine
9112,Rickey Davis,bronze,601,2021-05-19,North Alexandria
9113,Alexander Morales,bronze,516,2023-04-09,Kevinton
9114,Andrew Moore,silver,365,2022-04-11,Armstrongville
9115,John Duran,bronze,350,2024-02-18,South Carol
9116,Thomas Choi,bronze,633,2025-02-11,Stephanieton
9117,Charles White,gold,741,2024-07-04,Santiagoside
9118,James Adkins,gold,520,2024-09-29,Jeffreyview
9119,Melanie Gomez,gold,612,2024-03-27,Tammyview
9120,Jon Higgins,bronze,462,2023-04-26,New Paulstad
9121,Lucas Freeman,gold,604,2023-11-06,South Stephenfort
9122,Neil Smith,silver,646,2025-03-19,South Richard
9123,David Salinas,silver,426,2021-05-24,Lake Francistown
9124,Gabriella Collins,silver,348,2024-05-11,Port Jacobstad
9125,Dr. Jill Green,bronze,536,2023-09-08,Marcmouth
9126,Kristina Hall,bronze,444,2024-11-16,North Anthonyshire
9127,Anna Gordon,bronze,476,2024-06-10,West Alicia
9128,Mr. Dustin Gray,bronze,833,2022-07-08,South Martinberg
9129,Michael Forbes,silver,498,2025-11-29,North Kevin
9130,Anthony Leon,silver,525,2024-04-15,Port Matthewberg
9131,Duane Brown,silver,488,2023-12-14,East Brian
9132,Christopher Ferrell,gold,396,2023-01-18,Jeffreychester
9133,Ricardo Long,silver,336,2025-03-24,East Travis
9134,Robert Logan,gold,828,2021-08-02,Simonmouth
9135,Robert Quinn,bronze,690,2024-10-09,New Samuel
9136,Paul Powell,bronze,457,2024-09-13,Prestonmouth
9137,Jill Ford,gold,773,2022-11-12,Port Jennifer
9138,Amy Walls,silver,599,2025-01-10,North Jessicaville
9139,Kenneth Smith,bronze,429,2021-09-21,Lake Katietown
9140,Caitlin Rodriguez,bronze,774,2026-01-18,Anitamouth
9141,John Miller MD,bronze,693,2022-12-09,Freymouth
9142,Michael Hudson,silver,760,2023-06-30,Parkhaven
9143,John Nelson,gold,413,2025-11-16,Torresview
9144,Yolanda Melton,gold,377,2024-08-03,Samanthaville
9145,Elizabeth Jones,gold,714,2025-11-08,Moranborough
9146,Chad Lawrence,gold,568,2025-02-17,Lake Kyle
9147,Adam Wright,bronze,595,2021-06-27,Lake Ashley
9148,Jennifer Kane,bronze,850,2024-07-27,Wilsonfurt
9149,Gerald Simmons,gold,378,2024-03-19,West Jeffreytown
9150,Alexis Morgan,silver,842,2021-10-28,Fisherborough
9151,Jacob Olson,bronze,408,2023-07-06,West George
9152,Lindsey Williams,gold,375,2021-05-12,East Joshua
9153,Brandon Sandoval,gold,657,2025-02-11,North Michelle
9154,Peter Jordan,silver,481,2022-12-12,Angelaborough
9155,Mark Wright,silver,415,2022-11-16,Monicamouth
9156,Donna Dalton,gold,669,2024-07-13,Michealfort
9157,Jamie Harris,bronze,843,2025-11-19,South Christopherville
9158,Bruce Schmidt,bronze,398,2025-05-24,New Heather
9159,Tammy Hall,silver,846,2024-03-16,Lake Frank
9160,Alexis Holmes,gold,314,2025-04-16,South James
9161,Antonio Green,silver,512,2024-07-29,Matthewmouth
9162,Francisco Hunt,silver,498,2021-05-31,Johnsonborough
9163,Michael Miller,silver,698,2021-11-19,Tanyabury
9164,Gary Haney,gold,734,2022-03-30,South Daniel
9165,John Lopez,gold,589,2024-04-16,North Pamelachester
9166,James Clements,gold,505,2026-01-13,East Monica
9167,Wendy Moore,gold,843,2023-08-27,South Thomasburgh
9168,Carrie Fields,bronze,506,2024-11-26,East Lauren
9169,April Shepard,bronze,458,2021-12-05,Obrienville
9170,Michael Wilson,gold,791,2021-05-19,New Emilytown
9171,Kristen Garcia,gold,565,2023-02-26,Samuelview
9172,Steven Bennett,silver,332,2025-10-10,Coreystad
9173,Vanessa Ramirez,bronze,474,2021-06-03,Danielstad
9174,George Sanchez,bronze,482,2021-08-11,New Paulland
9175,Catherine Butler,bronze,579,2024-04-27,Gonzalesside
9176,Kathy Miles,silver,432,2022-07-22,Johnsonchester
9177,Gary Harris,gold,414,2026-01-30,Port Darryl
9178,Candace Ryan,gold,552,2023-02-10,Alexisshire
9179,Jill Sanford,silver,379,2022-07-12,Kylestad
9180,Christopher Osborne,bronze,847,2024-08-09,South Alisonshire
9181,Robin Willis,silver,644,2025-12-05,East Travisview
9182,Brittany Mullins,silver,686,2021-03-17,Donaldmouth
9183,Dustin Guerra,bronze,325,2026-01-24,Graybury
9184,William Davis,silver,810,2021-03-24,Kelseyshire
9185,Eric Hensley,silver,388,2023-04-23,New Tonya
9186,Chelsea Dixon,gold,634,2024-05-17,North Ryanmouth
9187,Bruce Wright,silver,524,2024-11-23,Leeport
9188,John Cervantes,silver,615,2022-02-17,Gabrielleview
9189,Steven Porter,gold,765,2023-06-14,Shawnmouth
9190,Craig Johnson,bronze,426,2021-06-11,Paigeport
9191,Sara Griffith,gold,480,2024-05-31,West Allison
9192,Laurie Miller,silver,542,2023-06-20,Fieldsburgh
9193,Amy Irwin,silver,803,2023-01-18,Elizabethtown
9194,Yvonne Knight,gold,483,2021-04-12,Hallstad
9195,Renee Gonzalez,bronze,523,2022-02-14,East Rose
9196,Abigail Robles,gold,653,2022-03-12,Kennethside
9197,Debra Sanders DDS,bronze,721,2021-09-03,Kelleyton
9198,Robert Warner,silver,450,2021-08-19,Lake Jennifer
9199,Teresa Gardner,gold,506,2021-08-28,Hutchinsontown
9200,Kevin Hood,silver,579,2024-05-11,East Ronald
9201,Alison Ramirez,bronze,746,2025-11-15,Fischerstad
9202,Mason Spencer,bronze,755,2023-08-08,Patrickville
9203,Katie Sanders,bronze,376,2025-06-11,Kimberlychester
9204,Stephen Wright,gold,838,2022-04-22,Arnoldchester
9205,Stacie Duffy,gold,566,2023-09-20,West Carol
9206,Jessica Nguyen,bronze,497,2023-03-17,Samuelhaven
9207,Clinton Warren,bronze,814,2022-07-24,Sarachester
9208,Sierra Nunez,bronze,385,2024-12-27,Rodriguezfurt
9209,Shawn Herman,gold,661,2021-04-13,Williamsmouth
9210,Richard Johnson,gold,549,2025-03-03,Coreytown
9211,Barbara Guerrero,silver,359,2024-05-09,Donnafort
9212,Amanda Perez,gold,333,2023-04-02,Smithville
9213,Jeffery Mays,bronze,445,2023-02-10,South Marioland
9214,Elizabeth Lindsey,silver,722,2025-03-05,North Danielberg
9215,Kylie Jackson,gold,548,2024-04-21,New James
9216,Melissa Figueroa,bronze,661,2022-07-29,East David
9217,Austin Medina,bronze,436,2021-06-04,South John
9218,Monica Kerr,bronze,830,2023-12-30,East Robertoton
9219,Mary James,silver,568,2024-03-23,Port Courtneyview
9220,Maria Cook,gold,777,2025-06-23,South Lynn
9221,Brandon Johnson,gold,526,2022-03-07,Port Johnfurt
9222,Cheyenne Freeman,bronze,560,2023-02-07,Port Earlmouth
9223,Rhonda Clark,bronze,533,2026-02-14,Stephenbury
9224,Wendy Smith,silver,740,2023-07-23,Lake Josephchester
9225,Lisa Brooks,silver,756,2022-11-27,Lake Denise
9226,Denise West,bronze,481,2022-02-03,Jessicaport
9227,Michelle Davis,gold,730,2022-06-29,Mackenziechester
9228,Kristin Wallace,gold,306,2023-04-10,Lake Andrew
9229,Kimberly Chavez,gold,641,2023-05-08,New Brittney
9230,John Martinez,silver,781,2023-08-04,Hutchinsonshire
9231,Bradley Werner,gold,718,2023-08-15,Sabrinamouth
9232,Courtney Huynh,gold,842,2022-05-19,Nguyenbury
9233,James Thomas,silver,569,2023-05-19,South Melissa
9234,Justin Mack,gold,481,2025-10-11,East Coreychester
9235,Patricia Newman DVM,bronze,594,2023-01-04,East Judith
9236,Sarah Patrick DDS,bronze,807,2022-10-30,Lake Reneechester
9237,Thomas Murray,gold,840,2023-02-23,Leslieport
9238,Randy Johnson,silver,518,2024-11-11,Kaneshire
9239,Amy York,bronze,473,2023-08-30,Janetfurt
9240,Christina Coleman,silver,393,2022-03-02,Melissahaven
9241,Jeffrey Martin,silver,840,2025-06-30,Kelseyside
9242,Teresa Cooper,silver,316,2023-10-24,Jessetown
9243,John Walker,bronze,602,2023-12-10,North Ashley
9244,Kenneth Alvarado,gold,798,2025-06-21,New Lori
9245,Elizabeth Matthews,gold,797,2024-06-13,Johnfort
9246,Thomas Young,bronze,730,2025-06-22,Nicholaston
9247,Tiffany Hamilton,bronze,606,2022-11-15,New Coreystad
9248,Lori Hardy,bronze,839,2026-02-09,East Meghanhaven
9249,Gregory Compton,silver,308,2025-08-30,Knoxland
9250,Tony Gonzalez,bronze,553,2026-01-15,Glennborough
9251,Michael Combs,silver,469,2021-12-24,South Jonmouth
9252,James Huang,bronze,322,2021-10-30,Marisaview
9253,William Gilbert,gold,738,2021-09-20,Jamesmouth
9254,Sarah Ramirez,gold,647,2025-06-20,Tylerton
9255,Jeffrey Fry,gold,325,2024-04-07,West Dana
9256,Ariana Mahoney,bronze,432,2021-11-12,Christopherberg
9257,Catherine Garcia,silver,399,2025-06-24,Mirandashire
9258,Angela Meyer,gold,449,2024-07-14,Port Jamesside
9259,Carrie Santos,bronze,391,2022-03-23,Bennettville
9260,Jimmy Lindsey,gold,841,2021-11-18,West Aimeefurt
9261,Charlene Robinson,gold,480,2022-11-22,West Sherry
9262,Valerie Zamora,silver,807,2022-02-10,Rossborough
9263,Robert Smith,bronze,770,2023-09-29,Josephport
9264,Gregory Patton,silver,494,2025-01-25,Williamport
9265,Sara Davis,bronze,404,2022-07-03,Rachelview
9266,William Garner,gold,733,2023-02-03,New Yolanda
9267,Katie Travis,gold,739,2021-11-29,South Reginaldtown
9268,Tracey Wright,bronze,836,2021-11-10,Cookton
9269,Barbara Calderon,silver,816,2021-03-28,Gardnerland
9270,Peter Rodriguez,silver,710,2021-07-15,Lake Stacy
9271,James Cameron,bronze,356,2024-02-07,Garzamouth
9272,Daisy Adkins,bronze,589,2024-06-24,Port Monicabury
9273,Stacy Villegas,gold,498,2025-04-21,West Ambershire
9274,Charles Archer,gold,824,2022-04-13,North Elizabeth
9275,Jonathan Patterson,gold,405,2024-01-29,Danielside
9276,Tiffany Ali,silver,827,2021-05-30,Kathleenstad
9277,Virginia Pena,silver,389,2024-05-25,West Michaelbury
9278,Crystal Lane,bronze,793,2021-06-07,Brookston
9279,Sean Mendez,silver,579,2024-07-26,North Mercedesborough
9280,Diana Oneill,bronze,390,2024-01-01,Gregoryshire
9281,Nicole Garcia,silver,366,2022-10-26,North Donaldview
9282,Stephanie Williamson,silver,668,2024-05-02,East Olivia
9283,Cynthia Herrera,silver,407,2021-04-03,Lake Sarah
9284,Heather Davis,bronze,668,2023-01-01,Briannafort
9285,Ashley Scott,gold,413,2025-03-06,Lake Kennethton
9286,William Hendrix,gold,483,2022-01-03,Gillton
9287,Caleb Kim,bronze,355,2021-12-04,Martinezburgh
9288,Eric Williams,gold,579,2022-04-08,East Joshuabury
9289,Nicholas Roberts,gold,648,2025-03-02,Popefurt
9290,Kerry Mclaughlin,silver,626,2021-04-07,Port Reginahaven
9291,Mr. Michael Taylor,gold,827,2022-06-05,Jenniferport
9292,Cynthia Thompson,gold,710,2026-02-14,South Nicholas
9293,Joseph Hays,gold,628,2023-09-06,Taylorfurt
9294,Robert Walker,bronze,795,2021-06-05,Mathewsfort
9295,Elizabeth Schneider,bronze,785,2023-09-27,Port Katietown
9296,Paul Barrett,silver,322,2023-03-10,Michaelchester
9297,Debra Villa,silver,585,2021-06-19,New Angelaside
9298,Gregory Griffin,bronze,519,2024-07-13,Taylorburgh
9299,James Dickerson,silver,819,2022-12-27,Rothmouth
9300,Dennis Lopez,bronze,764,2025-11-02,East Larryberg
9301,Sarah Harvey,silver,660,2024-11-06,West Jamesberg
9302,Anita Greene,silver,343,2021-07-07,New Nicholas
9303,Jessica Young,bronze,498,2021-03-26,Jessicabury
9304,Hannah Briggs,bronze,554,2021-12-15,Lake Williamfurt
9305,Julie Jones,gold,342,2021-06-05,Jamesmouth
9306,Mitchell Huffman,silver,545,2021-05-26,Smithbury
9307,Darius Garcia,gold,577,2023-11-13,West Lauraburgh
9308,Timothy Wu,bronze,642,2022-09-30,Katherinetown
9309,Noah Elliott,gold,387,2024-05-05,West Ashleyland
9310,Mr. Mark Henderson,bronze,797,2023-10-31,New Michaelshire
9311,Lee Wright,silver,820,2021-07-02,Sparkschester
9312,Sean Patel,silver,756,2024-12-24,Rogerstown
9313,Jill Murray,bronze,653,2022-03-23,Kingville
9314,Timothy Alexander,gold,547,2024-01-01,Lake Jeremymouth
9315,David Harris,silver,709,2021-11-29,Kennethton
9316,Chad Taylor Jr.,silver,713,2022-11-29,Natalieside
9317,Brenda Gibbs,silver,727,2024-08-06,Pruittburgh
9318,Scott Walker,bronze,796,2023-06-28,Port Amberside
9319,Emily Harris,bronze,514,2023-08-17,Port Tracyhaven
9320,Richard Kim,silver,537,2025-07-13,South Jerryside
9321,Michael Dennis,silver,586,2023-02-14,South Marissa
9322,Barry Chavez,gold,515,2025-09-27,Valerieville
9323,Tasha Massey,bronze,747,2022-09-13,North Aaron
9324,Rebecca Hall,gold,375,2021-07-15,Terrihaven
9325,Debra Patterson,bronze,387,2024-02-05,Danielmouth
9326,Zachary Garner,gold,690,2022-05-16,North John
9327,Patricia Sloan,bronze,415,2025-07-17,East Matthew
9328,Natalie Richardson,bronze,334,2021-03-24,Alexanderland
9329,Kelli Copeland,gold,456,2021-10-26,Ericafort
9330,Tina Hill,bronze,342,2023-09-03,Gloverside
9331,Benjamin Dougherty,silver,640,2022-12-01,Lake Sonya
9332,Nicole Francis,gold,312,2024-06-08,North Melodymouth
9333,Randy Patterson,gold,838,2024-10-19,West Rachel
9334,Alison Morrow,bronze,761,2026-01-28,North Sergio
9335,Rachel Velez,silver,437,2024-07-04,Kellyview
9336,Amy Lynch,bronze,503,2025-02-14,Boyleborough
9337,Shelby Jones,bronze,351,2025-08-18,Brianhaven
9338,Jordan Adams,silver,783,2025-04-25,North Jessica
9339,Brandi Henderson,gold,481,2026-01-21,Hardystad
9340,Sarah Whitney,gold,451,2025-12-04,Grayville
9341,Brittany Woodard,silver,324,2021-03-09,South Allison
9342,Michael Whitehead,gold,660,2026-02-08,New Carlosshire
9343,Jacob Salazar,bronze,361,2023-01-03,Mikeview
9344,Haley Colon MD,silver,426,2024-03-29,North John
9345,Mrs. Emily Kramer,gold,355,2021-05-05,South Belinda
9346,Catherine Hill,gold,625,2022-02-12,Harrisbury
9347,Scott Everett,silver,361,2023-10-26,Alvarezport
9348,Lisa Tucker,gold,637,2021-10-29,Daniellechester
9349,Mrs. Melissa Glover,gold,801,2021-10-18,Christopherfort
9350,Thomas Hood,gold,772,2021-09-05,South Traciside
9351,Brian Ball,silver,732,2022-09-02,Angelaland
9352,Michael Smith,gold,740,2022-10-19,Hicksshire
9353,Brandon Brennan,silver,355,2026-02-02,Nancyfort
9354,Melissa Perez,bronze,406,2025-03-01,South Nicholas
9355,David Leon,silver,635,2022-02-18,East Shannontown
9356,Mary Flores,silver,788,2023-07-12,Justinhaven
9357,Anthony Miller,silver,471,2023-11-26,Karenland
9358,Danielle Lane,silver,358,2023-03-05,North Aaronland
9359,Thomas Mccall,gold,608,2025-11-02,West Cynthia
9360,Collin Porter,silver,783,2024-01-15,Jamietown
9361,Christian Pugh,silver,755,2025-10-16,Laurenbury
9362,Mr. Gregory Ryan,gold,780,2024-08-12,Christianberg
9363,Joseph Oneal,silver,582,2025-11-10,Colinton
9364,Derek Phillips,bronze,737,2021-10-26,South Thomasport
9365,Nicholas Ramirez,silver,665,2021-07-14,Brianton
9366,Karen Scott DDS,bronze,716,2025-08-04,North Ashley
9367,Eric Brooks,silver,850,2024-09-30,Katherinehaven
9368,Alice Collier,silver,654,2022-07-13,South Christian
9369,Joshua Dixon,bronze,394,2021-11-01,Josephmouth
9370,Cynthia Wilson,silver,354,2022-04-04,Sandersmouth
9371,Brent Chen,bronze,734,2022-12-31,Lake Andrew
9372,Kevin Griffin,bronze,680,2025-12-23,Davisside
9373,Karen Wagner,silver,495,2026-02-17,Karenshire
9374,Jeffrey Schmidt,bronze,476,2022-03-30,North Georgehaven
9375,Richard Mccarty,gold,448,2021-09-08,Devinville
9376,Aaron Moran,bronze,434,2023-03-04,New Paul
9377,Michael Franklin Jr.,silver,735,2023-09-01,Sanchezhaven
9378,Thomas Massey,silver,677,2025-05-30,Port Kristen
9379,Robert Allen,silver,785,2024-05-19,Joyceport
9380,Brianna Cannon,silver,339,2025-11-19,South Stacie
9381,Matthew Underwood,silver,833,2025-09-24,New Dalton
9382,Michael James,gold,547,2024-03-20,Rodriguezview
9383,Douglas Yates,silver,421,2021-07-17,East Douglaschester
9384,Joshua Le,silver,526,2023-04-09,Anthonyfort
9385,Phillip Foster,bronze,346,2023-08-01,South Laurachester
9386,Travis Fowler,gold,556,2024-01-10,Graymouth
9387,Shaun Frederick,gold,771,2024-11-26,Amandaborough
9388,Alexis Byrd,silver,622,2022-11-04,West Joshua
9389,Michael Mendez,silver,594,2023-02-07,East Lisaport
9390,Sherry Hayes,gold,301,2025-03-26,South Yvonne
9391,Brian Hall,gold,759,2021-07-12,Sharpstad
9392,John Payne,gold,360,2024-10-09,West Joshuaville
9393,Heather Hicks,silver,450,2022-04-07,Calebfort
9394,Joan Pierce,bronze,366,2024-07-25,Gentrymouth
9395,Eric Alexander,silver,833,2023-09-24,Carrtown
9396,Philip Porter,silver,838,2021-03-31,Myersburgh
9397,Shelby Wilson,bronze,681,2021-04-07,Terrymouth
9398,Shawn Robinson,silver,718,2024-07-11,North Jasonfort
9399,Joyce Lyons,silver,566,2022-03-13,Mooreshire
9400,Marvin Cooley,silver,325,2023-11-26,Bowersstad
9401,David Jones,bronze,796,2023-03-27,Jasonborough
9402,Michael Roberson,gold,417,2023-05-29,Lake Tyler
9403,Amy Williams,bronze,631,2023-11-30,North Thomas
9404,Randy Lowe,silver,712,2023-11-29,Samanthamouth
9405,David Bailey,gold,402,2024-08-22,West Brianville
9406,John Williams,bronze,627,2021-08-10,Samanthaville
9407,Tyler Medina,silver,611,2025-02-14,Thompsonmouth
9408,Brian Cantu,silver,436,2022-11-01,Virginiaburgh
9409,Robert Roach,silver,510,2025-01-06,Kruegerland
9410,Samantha Bean,gold,713,2022-08-27,Catherineview
9411,Charles Miller,bronze,788,2024-07-19,Lake James
9412,Lisa Gordon,gold,532,2025-04-23,New Robert
9413,Robert Hodges,bronze,732,2025-12-18,East Victoria
9414,Matthew Lee,bronze,378,2023-07-26,New Yolanda
9415,Pamela Fleming,gold,715,2021-08-31,Lake Angela
9416,Mark Hill,silver,708,2025-12-15,New Courtney
9417,Daniel Durham,bronze,830,2023-05-01,New Heatherchester
9418,Amber Wu DVM,silver,444,2025-07-08,Stevensmouth
9419,Brian Richardson,gold,345,2022-04-22,East Lisaton
9420,Tom Mendez,silver,560,2024-06-09,Francisborough
9421,Ryan Nelson,bronze,450,2021-11-30,Joshuachester
9422,Felicia Jacobs,silver,681,2024-11-16,Harrisonborough
9423,Sheila Baker,bronze,799,2022-05-25,Brewertown
9424,Steven Sanchez,gold,578,2026-03-05,Martinfort
9425,Darlene Bowers,bronze,607,2022-06-23,West Joseph
9426,Kristen Harris MD,gold,736,2024-06-05,Scotthaven
9427,Stephanie Ramirez,bronze,701,2023-10-12,Markstad
9428,Nicole Fry,gold,649,2025-07-31,Elizabethshire
9429,Mario Tanner,silver,420,2025-05-20,West Robertville
9430,Steven Miller,gold,784,2022-08-18,Wolffort
